Constituency Name,ConstituencyName (PC all relatives.csv),District Name,DistrictName (PC all relatives.csv),Family ID,FamilyID (PC all relatives.csv),Father/Husband Name,Table Name,UID,States,States Str,Name,Name (PC all relatives.csv),Winning Candidate,Party,pc name,Political Role,PoliticalRole (PC all relatives.csv),Relation,Relation (PC all relatives.csv),Name1,UID(AC/PC all relatives),Relation(AC/PC),state,State Name,StateName (PC all relatives.csv),PoliticalRole(AC and PC),Type,UID (AC all recent relatives.csv),UID (PC all relatives.csv),Years Held,YearsHeld (PC all relatives.csv),YearsHeld(AC/PC),Age,Poll %,Total electors(AC/PC),Total Votes(AC/PC),electors,Margin,Margin %,No,Total Electors,Total Votes,turnout,votes,if Dynasty
,,,,,,Basdev Verma,AC_all_winning_cand.csv,UP2022AC278,Uttar Pradesh,Uttar Pradesh,Tanda,,Ram Murti Verma,Samajwadi Party,,,,,,,,,,,,,GEN,,,,,,57,0.657,331341,217839,,32097,0.147,278,331341,217839,,,0
,,,,,,LATE RAM AWADH,AC_all_winning_cand.csv,UP2022AC279,Uttar Pradesh,Uttar Pradesh,Alapur,,Tribhuwan Dutt,Samajwadi Party,,,,,,,,,,,,,SC,,,,,,56,0.606,341484,207109,,9383,0.045,279,341484,207109,,,0
,,,,,,Jagmohan Pandey,AC_all_winning_cand.csv,UP2022AC280,Uttar Pradesh,Uttar Pradesh,Jalalpur,,Rakesh Pandey,Samajwadi Party,,,,,,,,,,,,,GEN,,,,,,68,0.629,409517,257498,,13630,0.053,280,409517,257498,,,0
,,,,,,RAM AWADH RAJBHAR,AC_all_winning_cand.csv,UP2022AC281,Uttar Pradesh,Uttar Pradesh,Akbarpur,,Ram Achal Rajbhar,Samajwadi Party,,,,,,,,,,,,,GEN,,,,,,67,0.637,334855,213187,,12336,0.058,281,334855,213187,,,0
,,,,,,DR. SURESH KUMAR SONKAR,AC_all_winning_cand.csv,UP2022AC282,Uttar Pradesh,Uttar Pradesh,Balha,,Saroj Sonkar,Bharatiya Janta Party,,,,,,,,,,,,,SC,,,,,,48,0.584,363410,212123,,16573,0.078,282,363410,212123,,,0
,,,,,,,AC_all_winning_cand.csv,UP2022AC283,Uttar Pradesh,Uttar Pradesh,Nanpara,,Ram Niwas Verma,Apna Dal (Soneylal),,,,,,,,,,,,,GEN,,,,,,,0.575,343352,197291,,12184,0.062,283,343352,197291,,,0
Matera,,Bahraich,,329,,YASIR SHAH,AC_all_winning_cand.csv,UP2022AC284,Uttar Pradesh,Uttar Pradesh,Matera,,Mariya,Samajwadi Party,,"Member, Uttar Pradesh Legislative Assembly (MLA), Matera",,Spouse,,Yasar Shah,UP2022AC284,Spouse,,Uttar Pradesh,,"Member, Uttar Pradesh Legislative Assembly (MLA), Matera",GEN,UP2022AC284,,2012-2022,,2012-2022,38,0.611,342811,209613,,10428,0.05,284,342811,209613,,,1
Unknown,,Bahraich,,330,,SUKHAD RAJ SINGH,AC_all_winning_cand.csv,UP2022AC285,Uttar Pradesh,Uttar Pradesh,Mahasi,,Sureshwar Singh,Bharatiya Janta Party,,Member of Uttar Pradesh Legislative Assembly (ex-MLA),,Father,,Sukhad Raj Singh,UP2022AC285,Father,,Uttar Pradesh,,Member of Uttar Pradesh Legislative Assembly (ex-MLA),GEN,UP2022AC285,,Unknown,,Unknown,63,0.629,340015,213714,,42684,0.2,285,340015,213714,,,1
,,,,,,ASHOK KUMAR,AC_all_winning_cand.csv,UP2022AC286,Uttar Pradesh,Uttar Pradesh,Bahraich,,Anupma Jaiswal,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,55,0.585,392592,229632,,4078,0.018,286,392592,229632,,,0
,,,,,,Gyan Prakash Tripathi,AC_all_winning_cand.csv,UP2022AC287,Uttar Pradesh,Uttar Pradesh,Payagpur,,Subhash Tripathi,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,66,0.584,390737,228291,,12056,0.053,287,390737,228291,,,0
,,,,,,SRI SHIVPALTAN,AC_all_winning_cand.csv,UP2022AC288,Uttar Pradesh,Uttar Pradesh,Kaiserganj,,Anand Kumar,Samajwadi Party,,,,,,,,,,,,,GEN,,,,,,54,0.573,391529,224152,,7711,0.034,288,391529,224152,,,0
,,,,,,Gyan Prakash,AC_all_winning_cand.csv,UP2022AC289,Uttar Pradesh,Uttar Pradesh,Bhinga,,Indrani Devi,Samajwadi Party,,,,,,,,,,,,,GEN,,,,,,52,0.577,394644,227553,,13574,0.06,289,394644,227553,,,0
Ikauna Block,,Shrawasti,,335,,Shivnandan,AC_all_winning_cand.csv,UP2022AC290,Uttar Pradesh,Uttar Pradesh,Shrawasti,,Ram Feran,Bharatiya Janta Party,,Block Pramukh (Block Chief),,Spouse,,Mithilash Pandey,UP2022AC290,Spouse,,Uttar Pradesh,,Block Pramukh (Block Chief),GEN,UP2022AC290,,Three terms (exact years not specified),,Three terms (exact years not specified),52,0.598,417825,249879,,1457,0.006,290,417825,249879,,,1
,,,,,,RAJMANI,AC_all_winning_cand.csv,UP2022AC291,Uttar Pradesh,Uttar Pradesh,Tulsipur,,Kailash Nath,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,62,0.521,384941,200559,,35781,0.178,291,384941,200559,,,0
,,,,,,RAM LAL YADAV,AC_all_winning_cand.csv,UP2022AC292,Uttar Pradesh,Uttar Pradesh,Gainsari,,Dr. Shiv Pratap Yadav,Samajwadi Party,,,,,,,,,,,,,GEN,,,,,,70,0.513,366644,188141,,5837,0.031,292,366644,188141,,,0
Utraula,,Balrampur,,338,,SHYAMLAL,AC_all_winning_cand.csv,UP2022AC293,Uttar Pradesh,Uttar Pradesh,Utraula,,Rampratap Verma Urf Shashikant Verma,Bharatiya Janta Party,,"MLA, Utraula",,Father,,Shyamlal Verma,UP2022AC293,Father,,Uttar Pradesh,,"MLA, Utraula",GEN,UP2022AC293,,2007-2012,,2007-2012,47,0.446,436731,194571,,21769,0.112,293,436731,194571,,,1
,,,,,,BARSATI,AC_all_winning_cand.csv,UP2022AC294,Uttar Pradesh,Uttar Pradesh,Balrampur,,Paltoo Ram,Bharatiya Janta Party,,,,,,,,,,,,,SC,,,,,,50,0.475,429950,204355,,10971,0.054,294,429950,204355,,,0
,,,,,,AMBIKA PRASAD,AC_all_winning_cand.csv,UP2022AC295,Uttar Pradesh,Uttar Pradesh,Mehnaun,,Vinay Kumar,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,47,0.578,367315,212468,,23218,0.109,295,367315,212468,,,0
Kaiserganj (and previously Gonda),,Gonda (and Bahraich for Kaiserganj),,342,,BRIJ BHUSHAN SHARAN SINGH,AC_all_winning_cand.csv,UP2022AC296,Uttar Pradesh,Uttar Pradesh,Gonda,,Prateek Bhushan Singh,Bharatiya Janta Party,,"Member of Parliament (Lok Sabha), Multiple Terms",,Father,,Brij Bhushan Sharan Singh,UP2022AC296,Father,,Uttar Pradesh,,"Member of Parliament (Lok Sabha), Multiple Terms",GEN,UP2022AC296,,"1991–1998, 1999–2009, 2014–2024",,"1991–1998, 1999–2009, 2014–2024",33,0.57,349720,199226,,6699,0.034,296,349720,199226,,,1
Katra Bazar,,Gonda,,345,,Shree Ram Singh,AC_all_winning_cand.csv,UP2022AC297,Uttar Pradesh,Uttar Pradesh,Katra Bazar,,Bawan Singh,Bharatiya Janta Party,,"MLA (Katra Bazar), Member and Vice-President Zila Parishad, Block Pramukh (Haldermau)",,Father,,Shree Ram Singh,UP2022AC297,Father,,Uttar Pradesh,,"MLA (Katra Bazar), Member and Vice-President Zila Parishad, Block Pramukh (Haldermau)",GEN,UP2022AC297,,"MLA: 1969, 1991; Zila Parishad Member/Vice-President: Dates Not Specified; Block Pramukh: 1983, 1988",,"MLA: 1969, 1991; Zila Parishad Member/Vice-President: Dates Not Specified; Block Pramukh: 1983, 1988",64,0.599,388223,232638,,18457,0.079,297,388223,232638,,,1
,,,,,,,AC_all_winning_cand.csv,UP2022AC298,Uttar Pradesh,Uttar Pradesh,Colonelganj,,Ajay,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,,0.578,331102,191362,,35472,0.185,298,331102,191362,,,0
,,,,,,INDAR PAL PANDEY,AC_all_winning_cand.csv,UP2022AC299,Uttar Pradesh,Uttar Pradesh,Tarabganj,,Prem Nrayan Pandey,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,63,0.568,367105,208604,,53690,0.257,299,367105,208604,,,0
,,,,,,Ramlaut,AC_all_winning_cand.csv,UP2022AC300,Uttar Pradesh,Uttar Pradesh,Mankapur,,Ramapati Shastri,Bharatiya Janta Party,,,,,,,,,,,,,SC,,,,,,72,0.544,332713,180901,,42349,0.234,300,332713,180901,,,0
,,,,,,Thakur Prasad Verma,AC_all_winning_cand.csv,UP2022AC301,Uttar Pradesh,Uttar Pradesh,Gaura,,Prabhat Kumar Verma,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,52,0.533,321395,171196,,22974,0.134,301,321395,171196,,,0
,,,,,,RAMASHANKER VERMA,AC_all_winning_cand.csv,UP2022AC302,Uttar Pradesh,Uttar Pradesh,Shohratgarh,,Vinay Verma,Apna Dal (Soneylal),,,,,,,,,,,,,GEN,,,,,,38,0.521,360671,187763,,24463,0.13,302,360671,187763,,,0
,,,,,,RAMNATH,AC_all_winning_cand.csv,UP2022AC303,Uttar Pradesh,Uttar Pradesh,Kapilvastu,,Shyamdhani Rahi,Bharatiya Janta Party,,,,,,,,,,,,,SC,,,,,,69,0.549,455516,250077,,30939,0.124,303,455516,250077,,,0
,,,,,,Rudra Pratap Singh,AC_all_winning_cand.csv,UP2022AC304,Uttar Pradesh,Uttar Pradesh,Bansi,,Jai Pratap Singh,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,68,0.491,381475,187156,,20340,0.109,304,381475,187156,,,0
,,,,,,GOMATI PRASAD PANDEY,AC_all_winning_cand.csv,UP2022AC305,Uttar Pradesh,Uttar Pradesh,Itwa,,Mata Prasad Pandey,Samajwadi Party,,,,,,,,,,,,,GEN,,,,,,80,0.49,337654,165565,,1662,0.01,305,337654,165565,,,0
,,,,,,TAUFIQ AHMAD,AC_all_winning_cand.csv,UP2022AC306,Uttar Pradesh,Uttar Pradesh,Domariyaganj,,Saiyada Khatoon,Samajwadi Party,,,,,,,,,,,,,GEN,,,,,,48,0.499,411936,205462,,771,0.004,306,411936,205462,,,0
,,,,,,NARENDRA BAHADUR,AC_all_winning_cand.csv,UP2022AC307,Uttar Pradesh,Uttar Pradesh,Harraiya,,Ajay Singh,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,50,0.562,390980,219630,,18329,0.083,307,390980,219630,,,0
Kaptanganj,,Basti,,356,,RAM PRASAD CHAUDHARY,AC_all_winning_cand.csv,UP2022AC308,Uttar Pradesh,Uttar Pradesh,Kaptanganj,,Kavindra Chaudhary,Samajwadi Party,,"Former Member of Uttar Pradesh Legislative Assembly; Contested multiple legislative assembly elections, notably representing Bahujan Samaj Party; Long-time MLA from Kaptanganj",,Father,,Ram Prasad Chaudhary,UP2022AC308,Father,,Uttar Pradesh,,"Former Member of Uttar Pradesh Legislative Assembly; Contested multiple legislative assembly elections, notably representing Bahujan Samaj Party; Long-time MLA from Kaptanganj",GEN,UP2022AC308,,1993-2017,,1993-2017,29,0.584,367907,214704,,24179,0.113,308,367907,214704,,,1
,,,,,,Santram Chaudhary,AC_all_winning_cand.csv,UP2022AC309,Uttar Pradesh,Uttar Pradesh,Rudhauli,,Rajendra Prasad Chaudhary,Samajwadi Party,,,,,,,,,,,,,GEN,,,,,,61,0.538,433754,233391,,15226,0.065,309,433754,233391,,,0
,,,,,,Shyam Chandra Yadav,AC_all_winning_cand.csv,UP2022AC310,Uttar Pradesh,Uttar Pradesh,Basti Sadar,,Mahendra Nath Yadav,Samajwadi Party,,,,,,,,,,,,,GEN,,,,,,45,0.573,374771,214773,,1779,0.008,310,374771,214773,,,0
,,,,,,Badri,AC_all_winning_cand.csv,UP2022AC311,Uttar Pradesh,Uttar Pradesh,Mahadewa,,Dudhram,Suheldev Bharatiya Samaj Party,,,,,,,,,,,,,SC,,,,,,61,0.577,363051,209605,,5495,0.026,311,363051,209605,,,0
,,,,,,,AC_all_winning_cand.csv,UP2022AC312,Uttar Pradesh,Uttar Pradesh,Menhdawal,,Anil Kumar Tripathi,Nirbal Indian Shoshit Hamara Aam Dal,,,,,,,,,,,,,GEN,,,,,,,0.523,459290,240172,,5223,0.022,312,459290,240172,,,0
,,,,,,UDAY RAJ TIWARI,AC_all_winning_cand.csv,UP2022AC313,Uttar Pradesh,Uttar Pradesh,Khalilabad,,Ankur Tiwari,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,31,0.542,460119,249368,,12622,0.051,313,460119,249368,,,0
,,,,,,SURESH CHANDRA,AC_all_winning_cand.csv,UP2022AC314,Uttar Pradesh,Uttar Pradesh,Dhanghata,,Ganesh Chandra,Bharatiya Janta Party,,,,,,,,,,,,,SC,,,,,,35,0.555,385903,214307,,10553,0.049,314,385903,214307,,,0
,,,,,,Parma Devi,AC_all_winning_cand.csv,UP2022AC315,Uttar Pradesh,Uttar Pradesh,Pharenda,,Virendra Chaudhary,Indian National Congress,,,,,,,,,,,,,GEN,,,,,,47,0.596,352072,210006,,1246,0.006,315,352072,210006,,,0
,,,,,,SUNIL DATT,AC_all_winning_cand.csv,UP2022AC316,Uttar Pradesh,Uttar Pradesh,Nautanwa,,Rishi,Nirbal Indian Shoshit Hamara Aam Dal,,,,,,,,,,,,,GEN,,,,,,38,0.607,368102,223402,,15331,0.069,316,368102,223402,,,0
,,,,,,Gajar,AC_all_winning_cand.csv,UP2022AC317,Uttar Pradesh,Uttar Pradesh,Siswa,,Premsagar Patel,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,59,0.65,389612,253130,,62731,0.248,317,389612,253130,,,0
,,,,,,GABBU PRASAD,AC_all_winning_cand.csv,UP2022AC318,Uttar Pradesh,Uttar Pradesh,Maharajganj,,Jay Mangal,Bharatiya Janta Party,,,,,,,,,,,,,SC,,,,,,48,0.627,414570,259824,,76903,0.296,318,414570,259824,,,0
,,,,,,CHANDRIKA,AC_all_winning_cand.csv,UP2022AC319,Uttar Pradesh,Uttar Pradesh,Paniyra,,Gyanendra Singh,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,64,0.609,424030,258373,,61428,0.238,319,424030,258373,,,0
,,,,,,,AC_all_winning_cand.csv,UP2022AC320,Uttar Pradesh,Uttar Pradesh,Caimpiyarganj,,Fateh Bahadur,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,,0.58,385091,223238,,42656,0.191,320,385091,223238,,,0
,,,,,,RAMBRICKSH SINGH,AC_all_winning_cand.csv,UP2022AC321,Uttar Pradesh,Uttar Pradesh,Pipraich,,Mahendra Pal Singh,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,58,0.631,407444,257129,,65357,0.254,321,407444,257129,,,0
Gorakhpur,,Gorakhpur,,369,,LATE AVEDYANATH,AC_all_winning_cand.csv,UP2022AC322,Uttar Pradesh,Uttar Pradesh,Gorakhpur Urban,,Adityanath,Bharatiya Janta Party,,"Member of Parliament, Lok Sabha (Gorakhpur)",,Spiritual Father/Guru,,Mahant Avaidyanath,UP2022AC322,Spiritual Father/Guru,,Uttar Pradesh,,"Member of Parliament, Lok Sabha (Gorakhpur)",GEN,UP2022AC322,,1970-1989,,1970-1989,49,0.53,469168,248873,,103390,0.415,322,469168,248873,,,1
,,,,,,AMBIKA,AC_all_winning_cand.csv,UP2022AC323,Uttar Pradesh,Uttar Pradesh,Gorakhpur Rural,,Bipin Singh,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,56,0.602,421473,253812,,24070,0.095,323,421473,253812,,,0
,,,,,,LATE SATYADEV,AC_all_winning_cand.csv,UP2022AC324,Uttar Pradesh,Uttar Pradesh,Sahajanwa,,Pradeep Shukla,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,40,0.586,380038,222885,,43406,0.195,324,380038,222885,,,0
,,,,,,RAMNARESH,AC_all_winning_cand.csv,UP2022AC325,Uttar Pradesh,Uttar Pradesh,Khajani,,Shriram Chauhan,Bharatiya Janta Party,,,,,,,,,,,,,SC,,,,,,64,0.518,381259,197375,,37101,0.188,325,381259,197375,,,0
,,,,,,SANJAY KUMAR NISHAD,AC_all_winning_cand.csv,UP2022AC326,Uttar Pradesh,Uttar Pradesh,Chauri-Chaura,,Sarvan Kumar Nishad,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,31,0.576,355334,204738,,41127,0.201,326,355334,204738,,,0
Maniram,,Gorakhpur,,373,,LATE OMPRAKASH,AC_all_winning_cand.csv,UP2022AC327,Uttar Pradesh,Uttar Pradesh,Bansgaon,,Dr. Vimlesh Paswan,Bharatiya Janta Party,,"MLA, Maniram Constituency",,Father,,Late Om Prakash Paswan,UP2022AC327,Father,,Uttar Pradesh,,"MLA, Maniram Constituency",SC,UP2022AC327,,"1989, 1991, 1993",,"1989, 1991, 1993",41,0.489,382748,187082,,32309,0.173,327,382748,187082,,,1
,,,,,,SHIVAKANT TRIPATHI,AC_all_winning_cand.csv,UP2022AC328,Uttar Pradesh,Uttar Pradesh,Chillupar,,Rajesh Tripathi,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,57,0.523,431490,225831,,21645,0.096,328,431490,225831,,,0
,,,,,,RAJESHWAR,AC_all_winning_cand.csv,UP2022AC329,Uttar Pradesh,Uttar Pradesh,Khadda,,Viveka Nand Pandey,Nirbal Indian Shoshit Hamara Aam Dal,,,,,,,,,,,,,GEN,,,,,,41,0.594,339955,201986,,41451,0.205,329,339955,201986,,,0
,,,,,,RAMNARAYAN,AC_all_winning_cand.csv,UP2022AC330,Uttar Pradesh,Uttar Pradesh,Padrauna,,Manish Kumar Urf Mantu,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,44,0.594,384395,228513,,42008,0.184,330,384395,228513,,,0
,,,,,,Kriti Narayan Chaudhari,AC_all_winning_cand.csv,UP2022AC331,Uttar Pradesh,Uttar Pradesh,Tamkuhi Raj,,Asim Kumar,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,60,0.559,401170,224096,,66472,0.297,331,401170,224096,,,0
Fazilnagar,,Kushinagar,,381,,Ganga Prasad Singh,AC_all_winning_cand.csv,UP2022AC332,Uttar Pradesh,Uttar Pradesh,Fazilnagar,,Surendra Kumar Kushwaha,Bharatiya Janta Party,,"MLA, Uttar Pradesh Legislative Assembly (Fazilnagar)",,Father,,Ganga Singh Kushwaha,UP2022AC332,Father,,Uttar Pradesh,,"MLA, Uttar Pradesh Legislative Assembly (Fazilnagar)",GEN,UP2022AC332,,2012-2022,,2012-2022,52,0.557,400920,223325,,45014,0.202,332,400920,223325,,,1
,,,,,,Lal Babu Pathak,AC_all_winning_cand.csv,UP2022AC333,Uttar Pradesh,Uttar Pradesh,Kushinagar,,Panchanand Pathak (P.N. Pathak),Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,50,0.585,375274,219458,,34790,0.159,333,375274,219458,,,0
,,,,,,,AC_all_winning_cand.csv,UP2022AC334,Uttar Pradesh,Uttar Pradesh,Hata,,Mohan,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,,0.576,374126,215405,,59365,0.276,334,374126,215405,,,0
,,,,,,GAYA,AC_all_winning_cand.csv,UP2022AC335,Uttar Pradesh,Uttar Pradesh,Ramkola,,Vinay Prakash Gond,Bharatiya Janta Party,,,,,,,,,,,,,SC,,,,,,49,0.569,372827,212120,,72543,0.342,335,372827,212120,,,0
,,,,,,SATYADEV,AC_all_winning_cand.csv,UP2022AC336,Uttar Pradesh,Uttar Pradesh,Rudrapur,,Jai Prakash Nishad,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,64,0.559,322452,180234,,41936,0.233,336,322452,180234,,,0
,,,,,,SAKAL NATH,AC_all_winning_cand.csv,UP2022AC337,Uttar Pradesh,Uttar Pradesh,Deoria,,Shalabh Mani Tripathi,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,45,0.559,354529,198067,,40655,0.205,337,354529,198067,,,0
Unknown,,Unknown,,387,,RAJENDRA KISHOR,AC_all_winning_cand.csv,UP2022AC338,Uttar Pradesh,Uttar Pradesh,Pathardeva,,Surya Pratap Shahi,Bharatiya Janta Party,,State President of Bhartiya Jana Sangh and Minister in Uttar Pradesh Government,,Uncle,,Ravindra Kishor Shahi,UP2022AC338,Uncle,,Uttar Pradesh,,State President of Bhartiya Jana Sangh and Minister in Uttar Pradesh Government,GEN,UP2022AC338,,1977-1979,,1977-1979,68,0.59,339320,200229,,28681,0.143,338,339320,200229,,,1
,,,,,,SUBASH,AC_all_winning_cand.csv,UP2022AC339,Uttar Pradesh,Uttar Pradesh,Rampur Karkhana,,Surendra Chaurasia,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,39,0.574,357984,205479,,14670,0.071,339,357984,205479,,,0
,,,,,,RAM KISHUN,AC_all_winning_cand.csv,UP2022AC340,Uttar Pradesh,Uttar Pradesh,Bhatpar Rani,,Sabhakunwar,Bharatiya Janta Party,,,,,,,,,,,,,GEN,,,,,,67,0.571,337470,192693,,18082,0.094,340,337470,192693,,,0
,,,,,,HARINANDAN,AC_all_winning_cand.csv,UP2022AC341,Uttar Pradesh,Uttar Pradesh,Salempur,,Bijaylaxmi Gautam,Bharatiya Janta Party,,,,,,,,,,,,,SC,,,,,,59,0.51,344774,175977,,16608,0.094,341,344774,175977,,,0
Barhaj,,Deoria,,391,,DURGA PRASAD,AC_all_winning_cand.csv,UP2022AC342,Uttar Pradesh,Uttar Pradesh,Barhaj,,Deepak Kumar Mishr,Bharatiya Janta Party,,"Former Member of Legislative Assembly, Barhaj",,Father,,Durga Prasad Mishra,UP2022AC342,Father,,Uttar Pradesh,,"Former Member of Legislative Assembly, Barhaj",GEN,UP2022AC342,,"Multiple terms (including 1991, 1993, 1996, 2002)",,"Multiple terms (including 1991, 1993, 1996, 2002)",52,0.574,319371,183261,,16861,0.092,342,319371,183261,,,1
Atrauliya,,Azamgarh,,392,,BALRAM,AC_all_winning_cand.csv,UP2022AC343,Uttar Pradesh,Uttar Pradesh,Atrauliya,,Dr. Sangram,Samajwadi Party,,"MLA (Member of the Uttar Pradesh Legislative Assembly), Atrauliya",,Father,,Balram Yadav,UP2022AC343,Father,,Uttar Pradesh,,"MLA (Member of the Uttar Pradesh Legislative Assembly), Atrauliya",GEN,UP2022AC343,,Five terms (years span over different elections; specific years include terms prior to and up to 2012),,Five terms (years span over different elections; specific years include terms prior to and up to 2012),51,0.591,389004,229939,,17247,0.075,343,389004,229939,,,1
,,,,,,ALTAF AHMAD KHAN,AC_all_winning_cand.csv,UP2022AC344,Uttar Pradesh,Uttar Pradesh,Gopalpur,,Nafees Ahmad,Samajwadi Party,,,,,,,,,,,,,GEN,,,,,,41,0.543,377546,205047,,24307,0.119,344,377546,205047,,,0
,,,,,,RAMDHANI SINGH PATEL,AC_all_winning_cand.csv,UP2022AC345,Uttar Pradesh,Uttar Pradesh,Sagri,,Hriday Narayan Singh Patel,Samajwadi Party,,,,,,,,,,,,,GEN,,,,,,52,0.542,356587,193192,,22515,0.117,345,356587,193192,,,0
,,,,,,,AC_all_winning_cand.csv,UP2022AC346,Uttar Pradesh,Uttar Pradesh,Mubarakpur,,Akhilesh,Samajwadi Party,,,,,,,,,,,,,GEN,,,,,,,0.584,381187,222789,,29103,0.131,346,381187,222789,,,0
,,,,,,RAMDHYAN YADAV,AC_all_winning_cand.csv,UP2022AC347,Uttar Pradesh,Uttar Pradesh,Azamgarh,,Durga Prasad Yadav,Samajwadi Party,,,,,,,,,,,,,GEN,,,,,,69,0.552,425819,234860,,16036,0.068,347,425819,234860,,,0
,,,,,,BADIUZZAMA,AC_all_winning_cand.csv,UP2022AC348,Uttar Pradesh,Uttar Pradesh,Nizamabad,,Alam Badi,Samajwadi Party,,,,,,,,,,,,,GEN,,,,,,86,0.537,341995,183645,,34187,0.186,348,341995,183645,,,0
Machhlishahr,,Jaunpur,,399,,SHRIPATI,AC_all_winning_cand.csv,UP2022AC349,Uttar Pradesh,Uttar Pradesh,Phoolpur-Pawai,,Ramakant,Samajwadi Party,,"MP, Lok Sabha",,Brother,,Umakant Yadav,UP2022AC349,Brother,,Uttar Pradesh,,"MP, Lok Sabha",GEN,UP2022AC349,,2004-2009,,2004-2009,62,0.547,351352,192186,,25306,0.132,349,351352,192186,,,1
Didarganj,,Azamgarh,,400,,,AC_all_winning_cand.csv,UP2022AC350,Uttar Pradesh,Uttar Pradesh,Didarganj,,Kamalkant,Samajwadi Party,,"Member of Legislative Assembly, Uttar Pradesh",,Father,,Sukhdev Rajbhar,UP2022AC350,Father,,Uttar Pradesh,,"Member of Legislative Assembly, Uttar Pradesh",GEN,UP2022AC350,,2017-2022,,2017-2022,,0.545,367380,200093,,13561,0.068,350,367380,200093,,,1
,,,,,,TEJU,AC_all_winning_cand.csv,UP2022AC351,Uttar Pradesh,Uttar Pradesh,Lalganj,,Bechai,Samajwadi Party,,,,,,,,,,,,,SC,,,,,,51,0.506,428739,216914,,14733,0.068,351,428739,216914,,,0
,,,,,,RAJIV KUMAR,AC_all_winning_cand.csv,UP2022AC352,Uttar Pradesh,Uttar Pradesh,Mehnagar,,Puja,Samajwadi Party,,,,,,,,,,,,,SC,,,,,,31,0.524,418590,219367,,14149,0.064,352,418590,219367,,,0
"Ghosi (MP); Ghazipur (various, MLA)",,Mau/Ghazipur,,403,,PHAGOO CHAUHAN,AC_all_winning_cand.csv,UP2022AC353,Uttar Pradesh,Uttar Pradesh,Madhuban,,Ram Bilash Chauhan,Bharatiya Janta Party,,"Governor of Bihar, former MLA (multiple terms), former MP (Lok Sabha, Ghosi)",,Father,,Phagu Chauhan,UP2022AC353,Father,,Uttar Pradesh/Bihar,,"Governor of Bihar, former MLA (multiple terms), former MP (Lok Sabha, Ghosi)",GEN,UP2022AC353,,"MLA 1985-1990, 1991-1992, 1996-2007, 2017-2019; Lok Sabha MP 1991-1996; Governor of Bihar 2019-present",,"MLA 1985-1990, 1991-1992, 1996-2007, 2017-2019; Lok Sabha MP 1991-1996; Governor of Bihar 2019-present",48,0.549,406043,223004,,4448,0.02,353,406043,223004,,,1
,,,,,,RAM KISHUN,AC_all_winning_cand.csv,UP2022AC354,Uttar Pradesh,Uttar Pradesh,Ghosi,,Dara Singh Chauhan,Samajwadi Party,,,,,,,,,,,,,GEN,,,,,,63,0.579,441180,255606,,22216,0.087,354,441180,255606,,,0
,,,,,,,AC_all_winning_cand.csv,UP2022AC355,Uttar Pradesh,Uttar Pradesh,Muhammadabad-Gohna,,Rajendra Kumar,Samajwadi Party,,,,,,,,,,,,,SC,,,,,,,0.595,381374,226751,,26649,0.118,355,381374,226751,,,0
"Mau (most recently), also Ghazipur Mohammadabad",,"Mau, Ghazipur",,406,,MOKHTAR ANSARI,AC_all_winning_cand.csv,UP2022AC356,Uttar Pradesh,Uttar Pradesh,Mau,,Abbas Ansari,Suheldev Bharatiya Samaj Party,,"Member of Uttar Pradesh Legislative Assembly (MLA), several terms; Founder of Quami Ekta Dal; previously Bahujan Samaj Party MLA",,Father,,Mukhtar Ansari,UP2022AC356,Father,,Uttar Pradesh,,"Member of Uttar Pradesh Legislative Assembly (MLA), several terms; Founder of Quami Ekta Dal; previously Bahujan Samaj Party MLA",GEN,UP2022AC356,,1996-2024 (multiple terms until his death in March 2024),,1996-2024 (multiple terms until his death in March 2024),29,0.576,481775,277686,,38116,0.137,356,481775,277686,,,1
