Age,Constituency Name,District Name,Family ID,Father/Husband Name,Winning Candidate,Name,Party,Pc Name,Political Role,Relation,State,State Name,Type,UID,UID (PC all relatives.csv),if dynasty,Year,Years Held,Electors,Margin,Margin %,No,Turnout,Votes,States
,"Anantnag (MP), various (CM)",Anantnag,40,,Mehbooba Mufti,Mufti Mohammad Sayeed,Jammu & Kashmir Peoples Democratic Party,Anantnag,"Chief Minister of Jammu & Kashmir, Home Minister of India, Member of Parliament",Father,Jammu & Kashmir,Jammu & Kashmir,GEN,JK2014PC03,JK2014PC03,1,2014,"1967-1969 (MP, Anantnag), 1987-1989 (Home Minister of India), 2002-2005 & 2015-2016 (Chief Minister of J&K)",1301023,65417,0.174,3,0.288,375279,Jammu & Kashmir
,,,,,Bishnu Pada Ray,,Bharatiya Janta Party,Andaman And Nicobar Islands,,,Andaman & Nicobar Islands,,GEN,AN2014PC01,,0,2014,,269360,7812,0.041,1,0.707,190328,Andaman & Nicobar Islands
,,,,,Dharmendra Kumar,,Bharatiya Janta Party,Aonla,,,Uttar Pradesh [2000 Onwards],,GEN,UP2014PC24,,0,2014,,1653577,138429,0.139,24,0.602,995641,Uttar Pradesh
,,,,,"Hari, G.",,All India Anna Dravida Munnetra Kazhagam,Arakkonam,,,Tamil Nadu,,GEN,TN2014PC07,,0,2014,,1401545,240766,0.221,7,0.777,1089052,Tamil Nadu
,,,,,Aparupa Poddar (AFRIN ALI),,All India Trinamool Congress,Arambagh,,,West Bengal,,SC,WB2014PC29,,0,2014,,1600293,346845,0.255,29,0.851,1361934,West Bengal
,,,,,V.Elumalai,,All India Anna Dravida Munnetra Kazhagam,Arani,,,Tamil Nadu,,GEN,TN2014PC12,,0,2014,,1369668,243844,0.222,12,0.8,1096046,Tamil Nadu
,,,,,Tasleem Uddin,,Rashtriya Janata Dal,Araria,,,Bihar [2000 Onwards],,GEN,BR2014PC09,,0,2014,,1587348,146504,0.15,9,0.615,975811,Bihar
,,,,,Raj Kumar Singh,,Bharatiya Janta Party,Arrah,,,Bihar [2000 Onwards],,GEN,BR2014PC32,,0,2014,,1832332,135870,0.152,32,0.488,893213,Bihar
,,,,,Kothapalli Geetha,,Yuvajana Sramika Rythu Congress Party,Aruku,,,Andhra Pradesh [2014 Onwards],,ST,AP2014PC18,,0,2014,,1272724,91398,0.1,18,0.715,909614,Andhra Pradesh
,"Arunachal East (then NEFA, later Arunachal East)",East Siang (Pasighat),51,,Ninong Ering,Daying Ering,Indian National Congress,Arunachal East,"Union Deputy Minister for Agriculture, Member of Parliament (Lok Sabha)",Father,Arunachal Pradesh,Arunachal Pradesh,GEN,AR2014PC02,AR2014PC02,1,2014,1957-1970s,312872,12478,0.048,2,0.835,261291,Arunachal Pradesh
,Unknown,Unknown,52,,Kiren Rijiju,Rinchin Kharu,Bharatiya Janta Party,Arunachal West,"First pro-tem Speaker, Arunachal Pradesh Legislative Assembly",Father,Arunachal Pradesh,Arunachal Pradesh,GEN,AR2014PC01,AR2014PC01,1,2014,1978,446515,41738,0.124,1,0.752,335665,Arunachal Pradesh
,,,53,,Babul Supriya Baral (BABUL SUPRIYO),Banikantha NC Baral,Bharatiya Janta Party,Asansol,"None recorded; prominent Bengali vocalist and composer, not a political candidate or office-bearer",Grandfather,West Bengal,,GEN,WB2014PC40,WB2014PC40,1,2014,,1469684,70480,0.062,40,0.777,1142395,West Bengal
,,,,,Ladu Kishore Swain,,Biju Janata Dal,Aska,,,Orissa,,GEN,OR2014PC19,,0,2014,,1408780,311997,0.348,19,0.636,896281,Orissa
,Chirayinkil,Thiruvananthapuram,55,,Dr.A .Sampath,K. Aniruddhan,Communist Party Of India (MARXIST),Attingal,Member of Parliament (Lok Sabha),Father,Kerala,Kerala,GEN,KL2014PC19,KL2014PC19,1,2014,"1967-1971, 1977-1979",1251398,69378,0.081,19,0.687,859350,Kerala
,,,,,Sushil Kumar Singh,,Bharatiya Janta Party,Aurangabad,,,Bihar [2000 Onwards],,GEN,BR2014PC37,,0,2014,,1536153,66347,0.084,37,0.512,786274,Bihar
,,,,,Chandrakant Bhaurao Khaire,,Shiv Sena,Aurangabad,,,Maharashtra,,GEN,MH2014PC19,,0,2014,,1589393,162000,0.165,19,0.618,982933,Maharashtra
,,,,,Biren Singh Engti,,Indian National Congress,Autonomous District,,,Assam,,ST,AS2014PC03,,0,2014,,701890,24095,0.044,3,0.774,543280,Assam
,Jaswantnagar,Etawah,61,,Mulayam Singh Yadav,Shivpal Singh Yadav,Samajwadi Party,Azamgarh,Cabinet Minister UP; MLA; Founder & President of Pragatisheel Samajwadi Party (Lohia) (PSPL),Brother,Uttar Pradesh [2000 Onwards],Uttar Pradesh,GEN,UP2014PC69,UP2014PC69,1,2014,Multiple terms since 1996 onward (MLA),1703222,63204,0.066,69,0.564,960218,Uttar Pradesh
,"Mainpuri (most recent), Azamgarh, Kannauj, Etawah, Sambhal",Multiple,68,,Dharmendra Yadav,Mulayam Singh Yadav,Samajwadi Party,Badaun,"Chief Minister of Uttar Pradesh, Member of Parliament (Lok Sabha & Rajya Sabha), Founder of Samajwadi Party",Uncle,Uttar Pradesh [2000 Onwards],Uttar Pradesh,GEN,UP2014PC23,UP2014PC23,1,2014,1977–2022 (various roles),1769145,166347,0.162,23,0.581,1027594,Uttar Pradesh
,,,,,Gaddigoudar Parvtagouda Chandanagouda,,Bharatiya Janta Party,Bagalkot,,,Karnataka,,GEN,KA2014PC03,,0,2014,,1568620,116560,0.108,3,0.688,1079310,Karnataka
,,,,,Dr. Satya Pal Singh,,Bharatiya Janta Party,Baghpat,,,Uttar Pradesh [2000 Onwards],,GEN,UP2014PC11,,0,2014,,1505175,209866,0.209,11,0.667,1004263,Uttar Pradesh
,,,,,Adhir Ranjan Chowdhury,,Indian National Congress,Baharampur,,,West Bengal,,GEN,WB2014PC10,,0,2014,,1453783,356567,0.309,10,0.794,1154587,West Bengal
,,,,,Sadhvi Savitri Bai Foole,,Bharatiya Janta Party,Bahraich,,,Uttar Pradesh [2000 Onwards],,SC,UP2014PC56,,0,2014,,1638645,95645,0.102,56,0.57,934263,Uttar Pradesh
,,,,,Bodhsingh Bhagat,,Bharatiya Janta Party,Balaghat,,,Madhya Pradesh [2000 Onwards],,GEN,MP2014PC15,,0,2014,,1629769,96041,0.086,15,0.683,1113364,Madhya Pradesh
,Basta,Balasore,82,,Rabindra Kumar Jena,Subasini Jena,Biju Janata Dal,Balasore,"MLA, Basta Constituency, Odisha Legislative Assembly",Spouse,Orissa,Odisha,GEN,OR2014PC06,OR2014PC06,1,2014,2024-present,1366218,141825,0.135,6,0.768,1049450,Orissa
,,,,,Bharat Singh,,Bharatiya Janta Party,Ballia,,,Uttar Pradesh [2000 Onwards],,GEN,UP2014PC72,,0,2014,,1768271,139434,0.148,72,0.533,942211,Uttar Pradesh
,,,,,Arpita Ghosh,,All India Trinamool Congress,Balurghat,,,West Bengal,,GEN,WB2014PC06,,0,2014,,1254497,106964,0.101,6,0.847,1063053,West Bengal
,,,,,Chaudhary Haribhai Parthibhai,,Bharatiya Janta Party,Banaskantha,,,Gujarat,,GEN,GJ2014PC02,,0,2014,,1515711,202334,0.228,2,0.585,886634,Gujarat
,,,,,Bhairon Prasad Mishra,,Bharatiya Janta Party,Banda,,,Uttar Pradesh [2000 Onwards],,GEN,UP2014PC48,,0,2014,,1601917,115788,0.135,48,0.536,858326,Uttar Pradesh
,,,,,P.C. Mohan,,Bharatiya Janta Party,Bangalore Central,,,Karnataka,,GEN,KA2014PC25,,0,2014,,1931663,137500,0.128,25,0.556,1074589,Karnataka
,,,,,D.V Sadananda Gowda,,Bharatiya Janta Party,Bangalore North,,,Karnataka,,GEN,KA2014PC24,,0,2014,,2401472,229764,0.169,24,0.565,1356718,Karnataka
,Kanakapura,Ramanagara,89,,D K Suresh,D. K. Shivakumar,Indian National Congress,Bangalore Rural,"Deputy Chief Minister of Karnataka, Cabinet Minister, MLA (multiple terms)",Brother,Karnataka,Karnataka,GEN,KA2014PC23,KA2014PC23,1,2014,"MLA: 1989-present, Minister: several terms; Deputy CM: 2023-present",2190397,231480,0.159,23,0.664,1455244,Karnataka
,Unknown,Hubli-Dharwad,90,,Ananth Kumar,Girija Shastry,Bharatiya Janta Party,Bangalore South,Deputy Mayor of Hubli-Dharwad Municipal Corporation,Mother,Karnataka,Karnataka,GEN,KA2014PC26,KA2014PC26,1,2014,1985-1986,1999882,228575,0.205,26,0.557,1113726,Karnataka
,"Thakurnagar (influential, but not elected office)",North 24 Parganas,91,,Kapil Krishna Thakur,Binapani Devi (Boro Maa),All India Trinamool Congress,Bangaon,Matriarch and influential leader of the Matua Mahasangha (played central role in community politics),Mother,West Bengal,West Bengal,SC,WB2014PC14,WB2014PC14,1,2014,Unknown (Until death in 2019),1540713,146601,0.114,14,0.833,1283688,West Bengal
,,,,,Jai Prakash Narayan Yadav,,Rashtriya Janata Dal,Banka,,,Bihar [2000 Onwards],,GEN,BR2014PC27,,0,2014,,1549456,10144,0.011,27,0.58,899353,Bihar
,Not applicable,Not applicable,98,,Sreemati Dev Varma (MOON MOON SEN),Suchitra Sen,All India Trinamool Congress,Bankura,"Contested 2000 Rajya Sabha nomination (declined the seat), received political overtures, but did not hold office",Mother,West Bengal,West Bengal,GEN,WB2014PC36,WB2014PC36,1,2014,Contested: 2000 (did not accept),1503812,98506,0.08,36,0.822,1236319,West Bengal
,Maniram,Gorakhpur,99,,Kamlesh Paswan,Om Prakash Paswan,Bharatiya Janta Party,Bansgaon,MLA,Father,Uttar Pradesh [2000 Onwards],Uttar Pradesh,SC,UP2014PC67,UP2014PC67,1,2014,1989-1996,1760110,189516,0.216,67,0.499,877877,Uttar Pradesh
,,,,,Manshankar Ninama,,Bharatiya Janta Party,Banswara,,,Rajasthan,,ST,RJ2014PC20,,0,2014,,1692502,91916,0.078,20,0.692,1171188,Rajasthan
,,,,,Malyadri Sriram,,Telugu Desam,Bapatla,,,Andhra Pradesh [2014 Onwards],,SC,AP2014PC32,,0,2014,,1392965,32754,0.028,32,0.85,1184634,Andhra Pradesh
,,,,,Priyanka Singh Rawat,,Bharatiya Janta Party,Bara Banki,,,Uttar Pradesh [2000 Onwards],,SC,UP2014PC53,,0,2014,,1721282,211878,0.198,53,0.621,1068168,Uttar Pradesh
,"Baramati (Lok Sabha), Maharashtra (Rajya Sabha)",Pune,106,,Supriya Sule,Sharad Pawar,Nationalist Congress Party,Baramati,"Member of Parliament (Lok Sabha, Rajya Sabha); Former Chief Minister of Maharashtra; Union Minister; Founder, Nationalist Congress Party (NCP)",Father,Maharashtra,Maharashtra,GEN,MH2014PC35,MH2014PC35,1,2014,"1984-1989, 1991-1993, 1993-1995, 1996-1998, 1998-1999, 2004-2024",1813543,69719,0.065,35,0.588,1066556,Maharashtra
,Sangrama (DDC election),Baramulla,109,,Muzaffar Hussain Baig,Safina Baig,Jammu & Kashmir Peoples Democratic Party,Baramulla,"Chairperson, J&K Hajj Committee; Former Chief of PDP's Women Wing; Contested District Development Council election (Sangrama) and associated with Jammu & Kashmir People's Conference (JKPC)",Spouse,Jammu & Kashmir,Jammu & Kashmir,GEN,JK2014PC01,JK2014PC01,1,2014,"2020-present (Hajj Committee); 2018-2020 (PDP Women's Wing); 2020 (Contested DDC election, joined JKPC)",1190745,29219,0.063,1,0.391,465992,Jammu & Kashmir
,Mahishadal,East Midnapore,110,,Dr. Kakali Ghoshdostidar,Dr. Sudarshan Ghosh Dastidar,All India Trinamool Congress,Barasat,"Former Minister, West Bengal",Spouse,West Bengal,West Bengal,GEN,WB2014PC17,WB2014PC17,1,2014,2011-2016,1512792,173141,0.136,17,0.839,1269331,West Bengal
,,,,,Sunil Kumar Mondal,,All India Trinamool Congress,Bardhaman Purba,,,West Bengal,,SC,WB2014PC38,,0,2014,,1532244,114479,0.087,38,0.862,1320922,West Bengal
,,,,,Vasava Parbhubhai Nagarbhai,,Bharatiya Janta Party,Bardoli,,,Gujarat,,ST,GJ2014PC23,,0,2014,,1614106,123884,0.103,23,0.747,1206179,Gujarat
,,,,,Santosh Kumar Gangwar,,Bharatiya Janta Party,Bareilly,,,Uttar Pradesh [2000 Onwards],,GEN,UP2014PC25,,0,2014,,1664081,240685,0.236,25,0.612,1017891,Uttar Pradesh
,,,,,Prabhas Kumar Singh,,Biju Janata Dal,Bargarh,,,Orissa,,GEN,OR2014PC01,,0,2014,,1430717,11178,0.01,1,0.785,1123301,Orissa
,,,,,Col. Sona Ram,,Bharatiya Janta Party,Barmer,,,Rajasthan,,GEN,RJ2014PC17,,0,2014,,1677582,87461,0.072,17,0.727,1219119,Rajasthan
,Dhubri,Dhubri,118,,Siraj Uddin Ajmal,Badruddin Ajmal,All India United Democratic Front,Barpeta,"Member of Parliament, Lok Sabha; President of All India United Democratic Front (AIUDF)",Brother,Assam,Assam,GEN,AS2014PC06,AS2014PC06,1,2014,2006-present (various tenures as MP),1430175,42341,0.035,6,0.843,1205863,Assam
,,,,,Dinesh Trivedi,,All India Trinamool Congress,Barrackpore,,,West Bengal,,GEN,WB2014PC15,,0,2014,,1287222,206773,0.197,15,0.817,1051130,West Bengal
,,,,,Idris Ali,,All India Trinamool Congress,Basirhat,,,West Bengal,,GEN,WB2014PC18,,0,2014,,1490596,109659,0.086,18,0.855,1273771,West Bengal
,Bastar,Bastar,123,,Dinesh Kashyap,Baliram Kashyap,Bharatiya Janta Party,Bastar,"Member of Parliament, Lok Sabha",Father,Chhattisgarh,Chhattisgarh,ST,CG2014PC10,CG2014PC10,1,2014,1998-2011,1298059,124359,0.162,10,0.593,769913,Chhattisgarh
,,,,,Harish Chandra Alias Harish Dwivedi,,Bharatiya Janta Party,Basti,,,Uttar Pradesh [2000 Onwards],,GEN,UP2014PC61,,0,2014,,1847613,33562,0.032,61,0.568,1048534,Uttar Pradesh
,Mumbai North East (Lok Sabha); Maharashtra (Rajya Sabha),Mumbai,127,,Munde Gopinathrao Pandurang,Pramod Mahajan,Bharatiya Janta Party,Beed,"Union Cabinet Minister; MP, Rajya Sabha; MP, Lok Sabha",Brother-in-law,Maharashtra,Maharashtra,GEN,MH2014PC39,MH2014PC39,1,2014,1996-2006,1792650,136454,0.111,39,0.687,1232202,Maharashtra
,,,,,Bhola Singh,,Bharatiya Janta Party,Begusarai,,,Bihar [2000 Onwards],,GEN,BR2014PC24,,0,2014,,1778759,58335,0.054,24,0.606,1077855,Bihar
,Belgaum,Belgaum,129,,Angadi Suresh Channabasappa,Mangala Suresh Angadi,Bharatiya Janta Party,Belgaum,"Member of Parliament, Lok Sabha (elected in Belagavi bypoll after Suresh Angadi's death)",Spouse,Karnataka,Karnataka,GEN,KA2014PC02,KA2014PC02,1,2014,2021-present,1581017,75860,0.07,2,0.682,1078547,Karnataka
,Bellary,Bellary,130,,B. Sreeramulu,J. Shantha,Bharatiya Janta Party,Bellary,"Member of Parliament, Lok Sabha",Sister,Karnataka,Karnataka,ST,KA2014PC09,KA2014PC09,1,2014,2009-2014,1487945,85144,0.081,9,0.703,1045772,Karnataka
,,,,,Sidhant Mohapatra,,Biju Janata Dal,Berhampur,,,Orissa,,GEN,OR2014PC20,,0,2014,,1334268,127720,0.141,20,0.679,905362,Orissa
,,,,,Jyoti Dhurve,,Bharatiya Janta Party,Betul,,,Madhya Pradesh [2000 Onwards],,ST,MP2014PC29,,0,2014,,1607822,328614,0.314,29,0.652,1047719,Madhya Pradesh
,,,,,Virendra Singh,,Bharatiya Janta Party,Bhadohi,,,Uttar Pradesh [2000 Onwards],,GEN,UP2014PC78,,0,2014,,1834598,158039,0.161,78,0.535,981552,Uttar Pradesh
,,,,,Arjun Charan Sethi,,Biju Janata Dal,Bhadrak,,,Orissa,,SC,OR2014PC07,,0,2014,,1469498,179359,0.166,7,0.736,1081339,Orissa
,,,,,Shailesh Kumar Urph Bulo Mandal,,Rashtriya Janata Dal,Bhagalpur,,,Bihar [2000 Onwards],,GEN,BR2014PC26,,0,2014,,1685339,9485,0.01,26,0.578,974016,Bihar
,,,,,Nanabhau Falgunrao Patole,,Bharatiya Janta Party,Bhandara - Gondiya,,,Maharashtra,,GEN,MH2014PC11,,0,2014,,1656284,149254,0.125,11,0.723,1197196,Maharashtra
,,,,,Bahadur Singh,,Bharatiya Janta Party,Bharatpur,,,Rajasthan,,SC,RJ2014PC09,,0,2014,,1686897,245468,0.255,9,0.571,962432,Rajasthan
,,,,,Vasava Mansukhbhai Dhanjibhai,,Bharatiya Janta Party,Bharuch,,,Gujarat,,GEN,GJ2014PC22,,0,2014,,1417548,153273,0.145,22,0.748,1060211,Gujarat
,Firozpur (Lok Sabha),Firozpur,139,,Harsimrat Kaur Badal,Sukhbir Singh Badal,Shiromani Akali Dal,Bhatinda,President of Shiromani Akali Dal; Former Deputy Chief Minister of Punjab; Member of Parliament (Lok Sabha),Husband,Punjab,Punjab,GEN,PB2014PC11,PB2014PC11,1,2014,2009-ongoing (various roles),1525289,19395,0.016,11,0.772,1176767,Punjab
,,,,,Dr. Bharatiben Dhirubhai Shiyal,,Bharatiya Janta Party,Bhavnagar,,,Gujarat,,GEN,GJ2014PC15,,0,2014,,1594531,295488,0.322,15,0.575,917402,Gujarat
,,,,,Subhash Baheria,,Bharatiya Janta Party,Bhilwara,,,Rajasthan,,GEN,RJ2014PC23,,0,2014,,1754877,246264,0.223,23,0.629,1104090,Rajasthan
,,,,,Dr. Bhagirath Prasad,,Bharatiya Janta Party,Bhind,,,Madhya Pradesh [2000 Onwards],,SC,MP2014PC02,,0,2014,,1598169,159961,0.219,2,0.456,729084,Madhya Pradesh
,,,,,Kapil Moreshwar Patil,,Bharatiya Janta Party,Bhiwandi,,,Maharashtra,,GEN,MH2014PC23,,0,2014,,1696589,109450,0.125,23,0.516,875605,Maharashtra
,,,,,Dharambir S/o Bhale Ram,,Bharatiya Janta Party,Bhiwani-Mahendragarh,,,Haryana,,GEN,HR2014PC08,,0,2014,,1473912,129394,0.126,8,0.699,1030431,Haryana
,,,,,Dr. Boora Narsaiah Goud,,Telangana Rashtra Samithi,Bhongir,,,Telangana,,GEN,TG2014PC14,,0,2014,,1492251,30494,0.025,14,0.812,1211943,Telangana
,,,,,Alok Sanjar,,Bharatiya Janta Party,Bhopal,,,Madhya Pradesh [2000 Onwards],,GEN,MP2014PC19,,0,2014,,1956936,370696,0.328,19,0.578,1130182,Madhya Pradesh
,,,,,Prasanna Kumar Patasani,,Biju Janata Dal,Bhubaneswar,,,Orissa,,GEN,OR2014PC18,,0,2014,,1527768,189477,0.212,18,0.584,891822,Orissa
,,,,,Bhagwanth Khuba,,Bharatiya Janta Party,Bidar,,,Karnataka,,GEN,KA2014PC07,,0,2014,,1600962,92222,0.096,7,0.599,959384,Karnataka
,,,,,Ramesh Jigajinagi,,Bharatiya Janta Party,Bijapur,,,Karnataka,,SC,KA2014PC04,,0,2014,,1622635,69819,0.072,4,0.596,966757,Karnataka
,Unknown,Bijnor,152,,Kunwar Bhartendra,Raja Devendra Singh,Bharatiya Janta Party,Bijnor,"Minister of State, Irrigation, Government of Uttar Pradesh",Father,Uttar Pradesh [2000 Onwards],Uttar Pradesh,GEN,UP2014PC04,UP2014PC04,1,2014,"Exact Years Unknown, Active circa 1970s-80s as per regional accounts",1562065,205774,0.194,4,0.679,1060346,Uttar Pradesh
,,,,,Arjun Ram Meghwal,,Bharatiya Janta Party,Bikaner,,,Rajasthan,,SC,RJ2014PC02,,0,2014,,1591068,308079,0.331,2,0.584,929751,Rajasthan
,,,,,Lakhan Lal Sahu,,Bharatiya Janta Party,Bilaspur,,,Chhattisgarh,,GEN,CG2014PC05,,0,2014,,1727325,176436,0.162,5,0.631,1090457,Chhattisgarh
,,,,,Satabdi Roy,,All India Trinamool Congress,Birbhum,,,West Bengal,,GEN,WB2014PC42,,0,2014,,1495108,67263,0.053,42,0.853,1275819,West Bengal
,Arambagh (Assembly); Bankura Zilla Parishad,"Hooghly (Arambagh), Bankura (Zilla Parishad)",156,,Khan Saumitra,Sujata Mondal Khan,All India Trinamool Congress,Bishnupur,"Contested as a TMC candidate for Arambagh in West Bengal Legislative Assembly Elections, later elected as a member of Bankura Zilla Parishad",Spouse,West Bengal,West Bengal,SC,WB2014PC37,WB2014PC37,1,2014,"Contested 2021, Zilla Parishad tenure post-2021",1466921,149685,0.118,37,0.867,1272070,West Bengal
,Bolangir,Bolangir,157,,Kalikesh Narayan Singh Deo,Ananga Udaya Singh Deo,Biju Janata Dal,Bolangir,"Member of Odisha Legislative Assembly (MLA), Cabinet Minister, BJD",Father,Orissa,Odisha,GEN,OR2014PC10,OR2014PC10,1,2014,Five times MLA; Multiple terms as State Minister (years: 1990s-2019),1563025,104299,0.089,10,0.749,1170405,Orissa
,,,,,Anupam Hazra,,All India Trinamool Congress,Bolpur,,,West Bengal,,SC,WB2014PC41,,0,2014,,1538429,236112,0.181,41,0.848,1304756,West Bengal
,,,,,Bhola Singh,,Bharatiya Janta Party,Bulandshahr,,,Uttar Pradesh [2000 Onwards],,SC,UP2014PC14,,0,2014,,1736447,421973,0.418,14,0.582,1009710,Uttar Pradesh
,,,,,Jadhav Prataprao Ganpatrao,,Shiv Sena,Buldhana,,,Maharashtra,,GEN,MH2014PC05,,0,2014,,1596234,159579,0.163,5,0.613,978626,Maharashtra
,,,166,,Dr. Mamtaz Sanghamita,Syed Abdul Mansur Habibullah,All India Trinamool Congress,Burdwan - Durgapur,"Speaker of the West Bengal Legislative Assembly; Law Minister, West Bengal",Father,West Bengal,West Bengal,GEN,WB2014PC39,WB2014PC39,1,2014,"Speaker (1972-1977), Law Minister (1969-1970)",1583498,107331,0.081,39,0.841,1331242,West Bengal
,,,,,Ashwini Kumar Choubey,,Bharatiya Janta Party,Buxar,,,Bihar [2000 Onwards],,GEN,BR2014PC33,,0,2014,,1640567,132338,0.149,33,0.541,888204,Bihar
,,,,,Innocent,,Independent,Chalakudy,,,Kerala,,GEN,KL2014PC11,,0,2014,,1150491,13884,0.016,11,0.768,884033,Kerala
,,,,,R. Dhruvanarayana,,Indian National Congress,Chamarajanagar,,,Karnataka,,SC,KA2014PC22,,0,2014,,1555779,141182,0.125,22,0.728,1133029,Karnataka
,,,,,Dr Mahendra Nath Pandey,,Bharatiya Janta Party,Chandauli,,,Uttar Pradesh [2000 Onwards],,GEN,UP2014PC76,,0,2014,,1669140,156756,0.16,76,0.588,980572,Uttar Pradesh
,Mumbai North East,Mumbai,172,,Kher Kirron Anupam,Anupam Kher,Bharatiya Janta Party,Chandigarh,"Contested Lok Sabha Election (2004, BJP, unsuccessful)",Spouse,Chandigarh,Maharashtra,GEN,CH2014PC01,CH2014PC01,1,2014,"2004 (Contested, not elected)",615214,69642,0.154,1,0.737,453455,Chandigarh
,,,,,Dr. Harsh Vardhan,,Bharatiya Janta Party,Chandni Chowk,,,Delhi [1977 Onwards],,GEN,DL2014PC01,,0,2014,,1447228,136320,0.139,1,0.678,981863,Delhi
,,,,,Ahir Hansraj Gangaram,,Bharatiya Janta Party,Chandrapur,,,Maharashtra,,GEN,MH2014PC13,,0,2014,,1753690,236269,0.213,13,0.633,1109743,Maharashtra
,,,,,Sunil Kumar Singh,,Bharatiya Janta Party,Chatra,,,Jharkhand,,GEN,JH2014PC04,,0,2014,,1312545,178026,0.25,4,0.543,712971,Jharkhand
,Shadnagar (undivided AP former assembly seat),Ranga Reddy,176,,Konda Vishweshwar Reddy,Konda Venkata Ranga Reddy,Telangana Rashtra Samithi,Chelvella,"Deputy Chief Minister, Andhra Pradesh",Grandfather,Telangana,Andhra Pradesh,GEN,TG2014PC10,TG2014PC10,1,2014,1959-1962,2185179,73023,0.055,10,0.602,1315862,Telangana
,,,,,S.R. Vijayakumar,,All India Anna Dravida Munnetra Kazhagam,Chennai Central,,,Tamil Nadu,,GEN,TN2014PC04,,0,2014,,1328027,45841,0.056,4,0.614,814894,Tamil Nadu
,,,,,Venkatesh Babu .T.G,,All India Anna Dravida Munnetra Kazhagam,Chennai North,,,Tamil Nadu,,GEN,TN2014PC02,,0,2014,,1422386,99704,0.11,2,0.64,910114,Tamil Nadu
,Royapuram,Chennai,179,,Dr. J. Jayavardhan,D. Jayakumar,All India Anna Dravida Munnetra Kazhagam,Chennai South,"Former MLA, Minister for Fisheries, Speaker of Tamil Nadu Legislative Assembly",Father,Tamil Nadu,Tamil Nadu,GEN,TN2014PC03,TN2014PC03,1,2014,"MLA: Multiple terms since 1991, Minister: 1991–1996, 2011–2016, Speaker: 2011–2012",1795780,136625,0.126,3,0.602,1081163,Tamil Nadu
,Chhindwara,Chhindwara,180,,Kamal Nath,Alka Nath,Indian National Congress,Chhindwara,"Member of Parliament, Lok Sabha",Spouse,Madhya Pradesh [2000 Onwards],Madhya Pradesh,GEN,MP2014PC16,MP2014PC16,1,2014,1996,1401277,116537,0.105,16,0.79,1107498,Madhya Pradesh
,,,,,Ramsinh Rathwa,,Bharatiya Janta Party,Chhota Udaipur,,,Gujarat,,ST,GJ2014PC21,,0,2014,,1536305,179729,0.163,21,0.716,1100542,Gujarat
,,,,,"Chandrakasi, M",,All India Anna Dravida Munnetra Kazhagam,Chidambaram,,,Tamil Nadu,,SC,TN2014PC27,,0,2014,,1366189,128495,0.118,27,0.797,1088423,Tamil Nadu
,,,,,M Veerappa Moily,,Indian National Congress,Chikballapur,,,Karnataka,,GEN,KA2014PC27,,0,2014,,1658342,9520,0.008,27,0.762,1263274,Karnataka
,,,,,Prakash Babanna Hukkeri,,Indian National Congress,Chikkodi,,,Karnataka,,GEN,KA2014PC01,,0,2014,,1442296,3003,0.003,1,0.743,1071103,Karnataka
,,,,,B.N.Chandrappa,,Indian National Congress,Chitradurga,,,Karnataka,,SC,KA2014PC18,,0,2014,,1661272,101291,0.092,18,0.66,1096499,Karnataka
,,,,,Naramalli Sivaprasad,,Telugu Desam,Chittoor,,,Andhra Pradesh [2014 Onwards],,SC,AP2014PC42,,0,2014,,1452141,44138,0.037,42,0.826,1198915,Andhra Pradesh
,,,,,Chandra Prakash Joshi,,Bharatiya Janta Party,Chittorgarh,,,Rajasthan,,GEN,RJ2014PC21,,0,2014,,1818147,316857,0.27,21,0.645,1172629,Rajasthan
,Churu,Churu,186,,Rahul Kaswan,Ram Singh Kaswan,Bharatiya Janta Party,Churu,"Member of Parliament (MP), Lok Sabha",Father,Rajasthan,Rajasthan,GEN,RJ2014PC03,RJ2014PC03,1,2014,"1991–1996, 1999–2014",1753825,294739,0.261,3,0.645,1131104,Rajasthan
,,,,,"Nagarajan, P.",,All India Anna Dravida Munnetra Kazhagam,Coimbatore,,,Tamil Nadu,,GEN,TN2014PC20,,0,2014,,1720211,42016,0.036,20,0.684,1176620,Tamil Nadu
,,,,,Renuka Sinha,,All India Trinamool Congress,Cooch Behar,,,West Bengal,,SC,WB2014PC01,,0,2014,,1613417,87107,0.065,1,0.826,1332409,West Bengal
,,,,,Arunmozhithevan.A,,All India Anna Dravida Munnetra Kazhagam,Cuddalore,,,Tamil Nadu,,GEN,TN2014PC26,,0,2014,,1247908,203125,0.206,26,0.789,984538,Tamil Nadu
,Not constituency-specific—the roles were state-wide and Union level,Odisha (then Orissa) – Statewide,192,,Bhartruhari Mahatab,Harekrushna Mahatab,Biju Janata Dal,Cuttack,"Chief Minister of Odisha (twice), Union Minister, Governor",Father,Orissa,Odisha,GEN,OR2014PC14,OR2014PC14,1,2014,"Chief Minister 1946-1950, 1956-1961; held other offices in 1950s-1960s (multiple terms)",1371617,306762,0.313,14,0.714,978604,Orissa
,,,,,Patel Natubhai Gomanbhai,,Bharatiya Janta Party,Dadra And Nagar Haveli,,,Dadra & Nagar Haveli,,GEN,DH2014PC01,,0,2014,,196617,6214,0.038,1,0.841,165286,Dadra & Nagar Haveli
